Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:IHR,"IntelliHR Limited (ASX:IHR)",https://www.listcorp.com/asx/ihr/intellihr-limited,"	29166100",0.086,0.00,0,"Information Technology"
ASX:MM8,"Medallion Metals Limited (ASX:MM8)",https://www.listcorp.com/asx/mm8/medallion-metals-limited,"	29160900",0.275,0.00,0,Materials
ASX:EYE,"Nova Eye Medical Limited (ASX:EYE)",https://www.listcorp.com/asx/eye/nova-eye-medical-limited,"	29116000",0.2,0.00,0,"Health Care"
ASX:CGA,"Contango Asset Management Limited (ASX:CGA)",https://www.listcorp.com/asx/cga/contango-asset-management-limited,"	28863500",0.6,0.00,0,Financials
ASX:EFE,"Eastern Resources Limited (ASX:EFE)",https://www.listcorp.com/asx/efe/eastern-resources-limited,"	28838700",0.03,0.00,3.45,Materials
ASX:TMK,"TMK Energy Limited (ASX:TMK)",https://www.listcorp.com/asx/tmk/tmk-energy-limited,"	28800000",0.01,0.00,0,Energy
ASX:RGL,"Riversgold Limited (ASX:RGL)",https://www.listcorp.com/asx/rgl/riversgold-limited,"	28742300",0.041,0.00,7.89,Materials
ASX:MKAX,"Montaka Global Extension Fund (ASX:MKAX)",https://www.listcorp.com/asx/mkax/montaka-global-extension-fund,"	28673400",2.7,0.05,1.89,Financials
ASX:WIA,"WIA Gold Limited (ASX:WIA)",https://www.listcorp.com/asx/wia/wia-gold-limited,"	28663700",0.065,0.00,4.84,Materials
ASX:BDA,"BOD Australia Limited (ASX:BDA)",https://www.listcorp.com/asx/bda/bod-australia-limited,"	28572500",0.27,0.00,0,"Health Care"
ASX:NGE,"NGE Capital Limited (ASX:NGE)",https://www.listcorp.com/asx/nge/nge-capital-limited,"	28440000",0.79,0.00,0,Financials
ASX:TFL,"TasFoods Limited (ASX:TFL)",https://www.listcorp.com/asx/tfl/tasfoods-limited,"	28411200",0.065,0.00,0,"Consumer Staples"
ASX:AQI,"Alicanto Minerals Limited (ASX:AQI)",https://www.listcorp.com/asx/aqi/alicanto-minerals,"	28394800",0.074,0.00,0,Materials
ASX:WTL,"WT Financial Group Limited (ASX:WTL)",https://www.listcorp.com/asx/wtl/wt-financial-group-limited,"	28255100",0.082,-0.01,-6.82,Financials
ASX:SMX,"Security Matters Limited (ASX:SMX)",https://www.listcorp.com/asx/smx/security-matters-limited,"	28205000",0.17,0.00,0,"Information Technology"
ASX:RSH,"Respiri Limited (ASX:RSH)",https://www.listcorp.com/asx/rsh/respiri-limited,"	28119900",0.037,0.00,0,"Health Care"
ASX:SSO,"SPDR S&P/ASX Small Ordinaries Fund (ASX:SSO)",https://www.listcorp.com/asx/sso/spdr-s-and-p-asx-small-ordinaries-fund,"	28068900",15.35,0.00,0,Financials
ASX:ACS,"Accent Resources NL (ASX:ACS)",https://www.listcorp.com/asx/acs/accent-resources,"	27961600",0.06,0.00,0,Materials
ASX:VMC,"Venus Metals Corporation Limited (ASX:VMC)",https://www.listcorp.com/asx/vmc/venus-metals,"	27949600",0.18,-0.00,-2.7,Materials
ASX:AMX,"Aerometrex Limited (ASX:AMX)",https://www.listcorp.com/asx/amx/aerometrex-limited,"	27848000",0.285,-0.01,-3.39,Industrials
ASX:CUF,"CuFe Ltd (ASX:CUF)",https://www.listcorp.com/asx/cuf/cufe-ltd,"	27799800",0.03,0.00,3.45,Materials
ASX:GTG,"Genetic Technologies Limited (ASX:GTG)",https://www.listcorp.com/asx/gtg/genetic-technologies-limited,"	27701900",0.003,0.00,0,"Health Care"
ASX:CNR,"Cannon Resources Limited (ASX:CNR)",https://www.listcorp.com/asx/cnr/cannon-resources-limited,"	27683500",0.35,-0.01,-2.78,Materials
ASX:TYX,"Tyranna Resources Limited (ASX:TYX)",https://www.listcorp.com/asx/tyx/tyranna-resources-limited,"	27582500",0.018,0.00,0,Materials
ASX:PAA,"PharmAust Limited (ASX:PAA)",https://www.listcorp.com/asx/paa/pharmaust,"	27571400",0.088,0.00,1.15,"Health Care"
ASX:AVE,"Avecho Biotechnology Limited (ASX:AVE)",https://www.listcorp.com/asx/ave/avecho-biotechnology-limited,"	27567200",0.016,0.00,6.67,"Health Care"
ASX:AHC,"Austco Healthcare Limited (ASX:AHC)",https://www.listcorp.com/asx/ahc/austco-healthcare-limited,"	27560200",0.096,0.00,0,"Health Care"
ASX:CLB,"Candy Club Holdings Limited (ASX:CLB)",https://www.listcorp.com/asx/clb/candy-club-holdings-limited,"	27559900",0.075,0.00,0,"Consumer Staples"
ASX:RCL,"ReadCloud Limited (ASX:RCL)",https://www.listcorp.com/asx/rcl/readcloud-limited,"	27545900",0.23,0.00,0,"Information Technology"
ASX:AHI,"Advanced Human Imaging Limited (ASX:AHI)",https://www.listcorp.com/asx/ahi/advanced-human-imaging-limited,"	27513600",0.16,-0.00,-3.03,"Information Technology"
ASX:DDB,"Dynamic Group Holdings Limited (ASX:DDB)",https://www.listcorp.com/asx/ddb/dynamic-group-holdings-limited,"	27510200",0.3,0.00,0,Industrials
ASX:DTC,"Damstra Holdings Limited (ASX:DTC)",https://www.listcorp.com/asx/dtc/damstra-holdings-limited,"	27058100",0.099,-0.01,-5.71,"Information Technology"
ASX:MMA,"Maronan Metals Limited (ASX:MMA)",https://www.listcorp.com/asx/mma/maronan-metals-limited,"	27000000",0.355,-0.01,-1.39,Materials
ASX:COO,"Corum Group Limited (ASX:COO)",https://www.listcorp.com/asx/coo/corum-group-limited,"	26854100",0.043,-0.00,-4.44,"Information Technology"
ASX:QEM,"QEM Limited (ASX:QEM)",https://www.listcorp.com/asx/qem/qem-limited,"	26758600",0.22,0.00,0,Materials
ASX:PEC,"Perpetual Resources (ASX:PEC)",https://www.listcorp.com/asx/pec/perpetual-resources,"	26576100",0.05,-0.00,-7.41,Materials
ASX:PF1,"Pathfinder Resources Ltd (ASX:PF1)",https://www.listcorp.com/asx/pf1/pathfinder-resources-ltd,"	26560500",0.5,0.00,0,Materials
ASX:SGQ,"St George Mining (ASX:SGQ)",https://www.listcorp.com/asx/sgq/st-george-mining,"	26454500",0.039,0.00,2.63,Materials
ASX:MRL,"Mayur Resources Limited (ASX:MRL)",https://www.listcorp.com/asx/mrl/mayur-resources-limited,"	26437700",0.11,0.00,0,Materials
ASX:OEC,"Orbital Corporation Limited (ASX:OEC)",https://www.listcorp.com/asx/oec/orbital-corporation,"	26389000",0.29,0.00,0,Industrials
ASX:HSC,"HSC Technology Group Ltd (ASX:HSC)",https://www.listcorp.com/asx/hsc/hsc-technology-group,"	26295600",0.01,-0.00,-23.08,"Information Technology"
ASX:RRR,"Revolver Resources Holdings Ltd (ASX:RRR)",https://www.listcorp.com/asx/rrr/revolver-resources-holdings,"	26279500",0.31,0.00,0,Materials
ASX:ELE,"Elmore Ltd (ASX:ELE)",https://www.listcorp.com/asx/ele/elmore-ltd,"	26179600",0.032,0.00,0,Materials
ASX:JAL,"Jameson Resources (ASX:JAL)",https://www.listcorp.com/asx/jal/jameson-resources,"	26115200",0.075,0.00,0,Materials
ASX:MVL,"Marvel Gold Limited (ASX:MVL)",https://www.listcorp.com/asx/mvl/marvel-gold-limited,"	26059800",0.037,0.00,0,Materials
ASX:BMH,"Baumart Holdings Limited (ASX:BMH)",https://www.listcorp.com/asx/bmh/baumart-holdings-limited,"	26054100",0.18,0.00,0,Industrials
ASX:AQN,"Aquirian Limited (ASX:AQN)",https://www.listcorp.com/asx/aqn/aquirian-limited,"	26000000",0.325,0.00,0,Industrials
ASX:AXI,"Axiom Properties Limited (ASX:AXI)",https://www.listcorp.com/asx/axi/axiom-properties,"	25962800",0.06,0.00,0,"Real Estate"
ASX:MGU,"Magnum Mining & Exploration Limited (ASX:MGU)",https://www.listcorp.com/asx/mgu/magnum-mining-and-exploration-limited,"	25952900",0.049,0.00,0,Materials
ASX:BCC,"Beam Communications Holdings (ASX:BCC)",https://www.listcorp.com/asx/bcc/beam-communications-holdings,"	25926600",0.27,-0.03,-10,"Information Technology"
ASX:KTA,"Krakatoa Resources Limited (ASX:KTA)",https://www.listcorp.com/asx/kta/krakatoa-resources-limited,"	25853200",0.077,0.00,2.67,Materials
ASX:Z2U,"Zoom2u Technologies Limited (ASX:Z2U)",https://www.listcorp.com/asx/z2u/zoom2u-technologies-limited,"	25700400",0.22,0.01,2.33,"Information Technology"
ASX:BGT,"Bio-Gene Technology Limited (ASX:BGT)",https://www.listcorp.com/asx/bgt/bio-gene-technology,"	25669800",0.145,0.00,0,Materials
ASX:MDC,"Medlab Clinical Limited (ASX:MDC)",https://www.listcorp.com/asx/mdc/medlab-clinical-limited,"	25663200",0.078,0.00,4,"Health Care"
ASX:TYM,"Tymlez Group Limited (ASX:TYM)",https://www.listcorp.com/asx/tym/tymlez-group-limited,"	25658100",0.028,0.00,7.69,"Information Technology"
ASX:NAG,"Nagambie Resources Limited (ASX:NAG)",https://www.listcorp.com/asx/nag/nagambie-resources-limited,"	25657300",0.053,0.00,6,Materials
ASX:VAL,"Valor Resources Limited (ASX:VAL)",https://www.listcorp.com/asx/val/valor-resources-limited,"	25580900",0.008,0.00,14.29,Materials
ASX:TPP,"Tempo Australia (ASX:TPP)",https://www.listcorp.com/asx/tpp/tempo-australia,"	25489500",0.07,0.00,0,Industrials
ASX:TKM,"Trek Metals Limited (ASX:TKM)",https://www.listcorp.com/asx/tkm/trek-metals-limited,"	25457700",0.085,0.00,3.66,Materials
ASX:VN8,"Vonex Limited (ASX:VN8)",https://www.listcorp.com/asx/vn8/vonex-limited,"	25347600",0.078,0.00,2.63,"Communication Services"
ASX:EQE,"Equus Mining Limited (ASX:EQE)",https://www.listcorp.com/asx/eqe/equus-mining-limited,"	25241200",0.15,0.01,3.45,Materials
ASX:TEM,"Tempest Minerals Limited (ASX:TEM)",https://www.listcorp.com/asx/tem/tempest-minerals-limited,"	25238300",0.052,0.00,4,Materials
ASX:ATX,"Amplia Therapeutics Limited (ASX:ATX)",https://www.listcorp.com/asx/atx/amplia-therapeutics-limited,"	25201000",0.125,-0.01,-3.85,"Health Care"
ASX:EQX,"Equatorial Resources (ASX:EQX)",https://www.listcorp.com/asx/eqx/equatorial-resources,"	25189100",0.2,0.00,0,Materials
ASX:EX1,"Exopharm Limited (ASX:EX1)",https://www.listcorp.com/asx/ex1/exopharm-limited,"	25153800",0.15,-0.01,-6.25,"Health Care"
ASX:MAAT,"Monash Absolute Active Trust (Hedge Fund) (ASX:MAAT)",https://www.listcorp.com/asx/maat/monash-absolute-active-trust,"	25146700",0.87,0.01,0.58,Unclassified
ASX:IDA,"Indiana Resources Limited (ASX:IDA)",https://www.listcorp.com/asx/ida/indiana-resources-limited,"	25057800",0.054,-0.00,-5.26,Materials
ASX:GML,"Gateway Mining Limited (ASX:GML)",https://www.listcorp.com/asx/gml/gateway-mining,"	24861200",0.011,0.00,0,Materials
ASX:SKF,"Skyfii Ltd (ASX:SKF)",https://www.listcorp.com/asx/skf/skyfii-ltd,"	24838700",0.06,0.00,0,"Information Technology"
ASX:MKR,"Manuka Resources Limited (ASX:MKR)",https://www.listcorp.com/asx/mkr/manuka-resources-limited,"	24813100",0.21,0.00,0,Materials
ASX:AAU,"Antilles Gold Limited (ASX:AAU)",https://www.listcorp.com/asx/aau/antilles-gold-limited,"	24738300",0.072,0.00,2.86,Materials
ASX:TMS,"Tennant Minerals Limited (ASX:TMS)",https://www.listcorp.com/asx/tms/tennant-minerals-limited,"	24663100",0.045,0.00,12.5,Materials
ASX:BEM,"Blackearth Minerals NL (ASX:BEM)",https://www.listcorp.com/asx/bem/blackearth-minerals-nl,"	24601500",0.092,0.00,1.1,Materials
ASX:HFY,"Hubify Limited (ASX:HFY)",https://www.listcorp.com/asx/hfy/hubify-limited,"	24573000",0.05,0.00,0,"Communication Services"
ASX:WWG,"Wiseway Group Limited (ASX:WWG)",https://www.listcorp.com/asx/wwg/wiseway-group-limited,"	24517200",0.17,0.00,0,Industrials
ASX:AGN,"Argenica Therapeutics Limited (ASX:AGN)",https://www.listcorp.com/asx/agn/argenica-therapeutics-limited,"	24515100",0.45,-0.04,-7.22,"Health Care"
ASX:ADX,"ADX Energy (ASX:ADX)",https://www.listcorp.com/asx/adx/adx-energy,"	24478100",0.008,0.00,0,Energy
ASX:CAV,"Carnavale Resources (ASX:CAV)",https://www.listcorp.com/asx/cav/carnavale-resources,"	24467000",0.009,0.00,0,Materials
ASX:YRL,"Yandal Resources Limited (ASX:YRL)",https://www.listcorp.com/asx/yrl/yandal-resources-limited,"	24379200",0.22,0.01,4.76,Materials
ASX:FFT,"Future First Technologies Limited (ASX:FFT)",https://www.listcorp.com/asx/fft/future-first-technologies-limited,"	24350900",0.034,-0.00,-10.53,Industrials
ASX:PWN,"Parkway Corporate Limited (ASX:PWN)",https://www.listcorp.com/asx/pwn/parkway-corporate-limited,"	24345900",0.0105,-0.00,-4.55,Materials
ASX:DCL,"Domacom Limited (ASX:DCL)",https://www.listcorp.com/asx/dcl/domacom-limited,"	24231100",0.065,0.00,0,Financials
ASX:AC8,"Auscann Group Holdings Limited (ASX:AC8)",https://www.listcorp.com/asx/ac8/auscann-group-holdings,"	24230100",0.051,-0.00,-7.27,"Health Care"
ASX:NYR,"Nyrada Inc (ASX:NYR)",https://www.listcorp.com/asx/nyr/nyrada-inc,"	24181300",0.155,0.00,0,"Health Care"
ASX:MEL,"Metgasco Limited (ASX:MEL)",https://www.listcorp.com/asx/mel/metgasco,"	24180100",0.025,-0.00,-3.85,Energy
ASX:TCF,"360 Capital Enhanced Income Fund (ASX:TCF)",https://www.listcorp.com/asx/tcf/360-capital-enhanced-income-fund,"	24168800",5.85,0.00,0,Financials
ASX:HLF,"Halo Food Co. Limited (ASX:HLF)",https://www.listcorp.com/asx/hlf/halo-food-co-limited,"	24046200",0.06,0.00,0,"Consumer Staples"
ASX:ODY,"Odyssey Gold Limited (ASX:ODY)",https://www.listcorp.com/asx/ody/odyssey-gold-limited,"	23959400",0.046,0.00,2.22,Materials
ASX:KAU,"Kaiser Reef Limited (ASX:KAU)",https://www.listcorp.com/asx/kau/kaiser-reef-limited,"	23952100",0.185,0.00,0,Materials
ASX:IMC,"Immuron Limited (ASX:IMC)",https://www.listcorp.com/asx/imc/immuron,"	23918800",0.1,-0.00,-4.76,"Health Care"
ASX:CLA,"Celsius Resources Limited (ASX:CLA)",https://www.listcorp.com/asx/cla/celsius-resources-limited,"	23818600",0.021,0.00,7.69,Materials
ASX:GFL,"Global Masters Fund (ASX:GFL)",https://www.listcorp.com/asx/gfl/global-masters-fund,"	23805400",2.22,0.00,0,Financials
ASX:ENA,"Ensurance Ltd (ASX:ENA)",https://www.listcorp.com/asx/ena/ensurance-ltd,"	23793000",0.265,0.00,0,Financials
ASX:QFE,"QuickFee Limited (ASX:QFE)",https://www.listcorp.com/asx/qfe/quickfee-limited,"	23704200",0.091,0.00,0,Financials
ASX:CNQ,"Clean TeQ Water Limited (ASX:CNQ)",https://www.listcorp.com/asx/cnq/clean-teq-water-limited,"	23673100",0.5425,0.01,2.36,Industrials
ASX:PTR,"Petratherm Limited (ASX:PTR)",https://www.listcorp.com/asx/ptr/petratherm-limited,"	23598900",0.1125,0.01,7.14,Materials
ASX:RCW,"RightCrowd Limited (ASX:RCW)",https://www.listcorp.com/asx/rcw/rightcrowd-limited,"	23524700",0.09,0.00,0,"Information Technology"
ASX:ALA,"Arovella Therapeutics Limited (ASX:ALA)",https://www.listcorp.com/asx/ala/arovella-therapeutics-limited,"	23444200",0.035,0.00,0,"Health Care"
ASX:CCZ,"Castillo Copper (ASX:CCZ)",https://www.listcorp.com/asx/ccz/castillo-copper,"	23391100",0.018,0.00,0,Materials
ASX:WRK,"Wrkr Ltd (ASX:WRK)",https://www.listcorp.com/asx/wrk/wrkr-ltd,"	23245400",0.019,0.00,0,"Information Technology"
ASX:ECS,"ECS Botanics Holdings Ltd (ASX:ECS)",https://www.listcorp.com/asx/ecs/ecs-botanics-holdings,"	23241300",0.021,0.00,0,"Health Care"
ASX:HLX,"Helix Resources (ASX:HLX)",https://www.listcorp.com/asx/hlx/helix-resources,"	23231500",0.0105,0.00,5,Materials
ASX:SBW,"Shekel Brainweigh Limited (ASX:SBW)",https://www.listcorp.com/asx/sbw/shekel-brainweigh,"	23181600",0.13,-0.01,-7.14,"Information Technology"
ASX:TRT,"Todd River Resources (ASX:TRT)",https://www.listcorp.com/asx/trt/todd-river-resources,"	22877400",0.04,0.00,0,Materials
ASX:ALY,"Alchemy Resources Limited (ASX:ALY)",https://www.listcorp.com/asx/aly/alchemy-resources-limited,"	22873800",0.024,0.00,0,Materials
ASX:FRX,"Flexiroam Limited (ASX:FRX)",https://www.listcorp.com/asx/frx/flexiroam-limited,"	22849200",0.038,0.00,0,"Communication Services"
ASX:MRZ,"Mont Royal Resources Limited (ASX:MRZ)",https://www.listcorp.com/asx/mrz/mont-royal-resources-limited,"	22792200",0.34,0.00,0,Materials
ASX:CAG,"Cape Range Limited (ASX:CAG)",https://www.listcorp.com/asx/cag/cape-range-limited,"	22778000",0.24,0.00,0,"Information Technology"
ASX:MAN,"Mandrake Resources Limited (ASX:MAN)",https://www.listcorp.com/asx/man/mandrake-resources-limited,"	22723800",0.048,0.00,4.35,Materials
ASX:LRL,"Labyrinth Resources Limited (ASX:LRL)",https://www.listcorp.com/asx/lrl/labyrinth-resources-limited,"	22707500",0.027,0.00,3.85,Materials
ASX:CCE,"Carnegie Clean Energy Limited (ASX:CCE)",https://www.listcorp.com/asx/cce/carnegie-clean-energy-limited,"	22653900",0.002,0.00,33.33,Utilities
ASX:RAD,"Radiopharm Theranostics Limited (ASX:RAD)",https://www.listcorp.com/asx/rad/radiopharm-theranostics-limited,"	22565700",0.18,-0.01,-5.26,"Health Care"
ASX:PIL,"Peppermint Innovation Limited (ASX:PIL)",https://www.listcorp.com/asx/pil/peppermint-innovation-limited,"	22416400",0.011,0.00,0,"Information Technology"
ASX:WLS,"WCM Global Long Short Limited (ASX:WLS)",https://www.listcorp.com/asx/wls/wcm-global-long-short-limited,"	22267600",0.585,0.00,0,Financials
ASX:GLE,"GLG Corp (ASX:GLE)",https://www.listcorp.com/asx/gle/glg-corp,"	22230000",0.3,0.00,0,"Consumer Discretionary"
ASX:EVZ,"EVZ Limited (ASX:EVZ)",https://www.listcorp.com/asx/evz/evz-limited,"	22227000",0.185,0.00,0,Industrials
ASX:PNX,"PNX Metals Limited (ASX:PNX)",https://www.listcorp.com/asx/pnx/pnx-metals-limited,"	22220300",0.005,0.00,0,Materials
ASX:RDM,"Red Metal Limited (ASX:RDM)",https://www.listcorp.com/asx/rdm/red-metal-limited,"	22103300",0.093,0.00,3.33,Materials
ASX:WHK,"WhiteHawk Limited (ASX:WHK)",https://www.listcorp.com/asx/whk/whitehawk-limited,"	22089300",0.097,0.00,0,"Consumer Discretionary"
ASX:NIM,"Nimy Resources Limited (ASX:NIM)",https://www.listcorp.com/asx/nim/nimy-resources-limited,"	22066400",0.465,-0.00,-1.06,Materials
ASX:SLS,"Solstice Minerals Limited (ASX:SLS)",https://www.listcorp.com/asx/sls/solstice-minerals-limited,"	22062300",0.2,-0.02,-9.09,Materials
ASX:IME,"ImExHS Limited (ASX:IME)",https://www.listcorp.com/asx/ime/imexhs-limited,"	22016800",0.66,-0.01,-1.49,"Health Care"
ASX:GED,"Golden Deeps (ASX:GED)",https://www.listcorp.com/asx/ged/golden-deeps,"	21948000",0.019,0.00,0,Materials
ASX:GTR,"GTI Energy Ltd (ASX:GTR)",https://www.listcorp.com/asx/gtr/gti-energy-ltd,"	21915800",0.0165,0.00,3.12,Materials
ASX:IPT,"Impact Minerals (ASX:IPT)",https://www.listcorp.com/asx/ipt/impact-minerals,"	21904600",0.011,0.00,10,Materials
ASX:FPP,"Fat Prophets Global Property Fund (ASX:FPP)",https://www.listcorp.com/asx/fpp/fat-prophets-global-property-fund,"	21867200",0.94,-0.02,-2.08,Financials
ASX:TZL,"TZ Limited (ASX:TZL)",https://www.listcorp.com/asx/tzl/tz-limited,"	21825400",0.095,-0.00,-3.06,"Information Technology"
ASX:NCL,"Netccentric Limited (ASX:NCL)",https://www.listcorp.com/asx/ncl/netccentric-limited,"	21791900",0.077,0.00,0,"Communication Services"
ASX:FOD,"The Food Revolution Group (ASX:FOD)",https://www.listcorp.com/asx/fod/the-food-revolution-group,"	21775500",0.022,-0.00,-4.35,"Consumer Staples"
ASX:DRM,"Demetallica Limited (ASX:DRM)",https://www.listcorp.com/asx/drm/demetallica-limited,"	21712200",0.265,0.02,6,Materials
ASX:TIA,"Tian An Australia Limited (ASX:TIA)",https://www.listcorp.com/asx/tia/tian-an-australia-limited,"	21652200",0.25,0.00,0,"Real Estate"
ASX:TPC,"TPC Consolidated Limited (ASX:TPC)",https://www.listcorp.com/asx/tpc/tpc-consolidated-limited,"	21613700",1.9,0.00,0,Utilities
ASX:XPN,"XPON Technologies Group Limited (ASX:XPN)",https://www.listcorp.com/asx/xpn/xpon-technologies-group-limited,"	21583800",0.14,0.00,0,"Information Technology"
ASX:ASQ,"Australian Silica Quartz Group Ltd (ASX:ASQ)",https://www.listcorp.com/asx/asq/australian-silica-quartz-group-ltd,"	21579500",0.079,0.00,1.28,Materials
ASX:EMB,"Embelton Limited (ASX:EMB)",https://www.listcorp.com/asx/emb/embelton-limited,"	21578600",10.3,0.30,3,Industrials
ASX:S66,"Star Combo Pharma (ASX:S66)",https://www.listcorp.com/asx/s66/star-combo-pharma,"	21520500",0.16,0.00,0,"Consumer Staples"
ASX:IS3,"I Synergy Group Limited (ASX:IS3)",https://www.listcorp.com/asx/is3/i-synergy-group-limited,"	21476900",0.08,0.00,0,"Information Technology"
ASX:OPN,"Openn Negotiation Limited (ASX:OPN)",https://www.listcorp.com/asx/opn/openn-negotiation-limited,"	21400800",0.1825,0.00,0,Industrials
ASX:MEI,"Meteoric Resources NL (ASX:MEI)",https://www.listcorp.com/asx/mei/meteoric-resources,"	21368200",0.017,0.00,21.43,Materials
ASX:RTH,"RAS Technology Holdings Limited (ASX:RTH)",https://www.listcorp.com/asx/rth/ras-technology-holdings-limited,"	21365500",0.47,0.00,0,Industrials
ASX:BID,"Bill Identity Limited (ASX:BID)",https://www.listcorp.com/asx/bid/bill-identity-limited,"	21299800",0.091,-0.00,-4.21,"Information Technology"
ASX:GSN,"Great Southern Mining Limited (ASX:GSN)",https://www.listcorp.com/asx/gsn/great-southern-mining-limited,"	21294700",0.0415,0.00,3.75,Materials
ASX:WC8,"Wildcat Resources Limited (ASX:WC8)",https://www.listcorp.com/asx/wc8/wildcat-resources-limited,"	21294000",0.036,0.00,9.09,Materials
ASX:OLI,"Oliver's Real Food Limited (ASX:OLI)",https://www.listcorp.com/asx/oli/oliver-s-real-food-limited,"	21283200",0.059,0.00,0,"Consumer Discretionary"
ASX:LSA,"Lachlan Star Limited (ASX:LSA)",https://www.listcorp.com/asx/lsa/lachlan-star-limited,"	21104200",0.0155,-0.00,-3.13,Materials
ASX:BUD,"Buddy Technologies (ASX:BUD)",https://www.listcorp.com/asx/bud/buddy-technologies,"	21075200",0.006,0.00,0,"Consumer Discretionary"
ASX:CGN,"Crater Gold Mining (ASX:CGN)",https://www.listcorp.com/asx/cgn/crater-gold-mining,"	21063500",0.017,0.00,0,Materials
ASX:WSI,"Weststar Industrial Limited (ASX:WSI)",https://www.listcorp.com/asx/wsi/weststar-industrial-limited,"	21045400",0.18,-0.01,-5.26,Materials
ASX:JCS,"JCurve Solutions (ASX:JCS)",https://www.listcorp.com/asx/jcs/jcurve-solutions,"	21014000",0.064,0.00,0,"Information Technology"
ASX:RWD,"Reward Minerals (ASX:RWD)",https://www.listcorp.com/asx/rwd/reward-minerals,"	20995000",0.11,0.00,2.33,Materials
ASX:MXR,"Maximus Resources (ASX:MXR)",https://www.listcorp.com/asx/mxr/maximus-resources,"	20981800",0.071,0.01,7.58,Materials
ASX:LPM,"Lithium Plus Minerals Ltd (ASX:LPM)",https://www.listcorp.com/asx/lpm/lithium-plus-minerals-ltd,"	20970600",0.475,0.00,1.06,Materials
